time,open,high,low,close,ADX
2017-11-02T13:30:00Z,51.088,51.4045,50.6505,51.279,26.294379417783777
2017-11-03T13:30:00Z,51.1055,51.6325,51.0155,51.624,27.57642620155602
2017-11-06T14:30:00Z,51.4495,51.7435,51.25,51.295,28.848869803913647
2017-11-07T14:30:00Z,51.3635,51.6985,51.2565,51.6665,30.030424577531445
2017-11-08T14:30:00Z,51.526,52.1761,51.4225,51.9925,31.490896167698118
2017-11-09T14:30:00Z,51.6995,51.6995,50.98328,51.563,31.939296914136495
2017-11-10T14:30:00Z,51.323,51.538,51.264,51.4035,32.35566903582927
2017-11-13T14:30:00Z,51.171,51.579,51.1285,51.2875,32.45366825082872
2017-11-14T14:30:00Z,51.1295,51.3405,50.7075,51.3,31.691006919102954
2017-11-15T14:30:00Z,50.9605,51.2045,50.771,51.0455,30.98282139678617
2017-11-16T14:30:00Z,51.126,51.796,51.126,51.625,31.035454658934565
2017-11-17T14:30:00Z,51.7005,51.721,50.8875,50.9545,30.592176105188905
2017-11-20T14:30:00Z,51.013,51.1305,50.875,50.919,30.154312547126157
2017-11-21T14:30:00Z,51.1655,51.7555,51.13275,51.7245,30.485959842970995
2017-11-22T14:30:00Z,51.75,51.9853,51.5715,51.798,31.033269434431265
2017-11-24T14:30:00Z,51.7935,52.1589,51.75,52.0305,31.718789381479855
2017-11-27T14:30:00Z,52,52.773,51.922,52.7105,32.91770721635224
2017-11-28T14:30:00Z,52.7545,53.11875,52,52.3705,34.30473633119055
2017-11-29T14:30:00Z,52.134,52.204,50.7825,51.083,33.1976937401543
2017-11-30T14:30:00Z,51.1185,51.424495,50.75,51.0705,32.11636744667699
2017-12-01T14:30:00Z,50.79,51.124485,50.101,50.5085,30.10782905966871
2017-12-04T14:30:00Z,50.633,50.805,49.7785,49.934,28.11690708199823
2017-12-05T14:30:00Z,49.797,51.0305,49.414,50.2575,26.742899441409897
2017-12-06T14:30:00Z,50.075,51.2485,50.057,50.919,25.14080432385784
2017-12-07T14:30:00Z,51.0215,51.712,50.90355,51.5465,23.68984616259216
2017-12-08T14:30:00Z,51.8745,52.1025,51.62611,51.8525,22.843213651931762
2017-12-11T14:30:00Z,51.775,52.19,51.60252,52.055,22.167021439838077
2017-12-12T14:30:00Z,51.9815,52.5155,51.684485,52.024,21.943677722466575
2017-12-13T14:30:00Z,52.306,52.33325,51.919,52.0305,21.73628712776446
2017-12-14T14:30:00Z,52.25,52.925,52.1555,52.4575,22.244317906482134
2017-12-15T14:30:00Z,52.7305,53.381,52.475,53.2095,23.180354885621114
2017-12-18T14:30:00Z,53.304,53.9245,53.1,53.857,24.534207617044665
2017-12-19T14:30:00Z,53.76,53.842,53.1775,53.534,25.79135658193797
2017-12-20T14:30:00Z,53.589,53.669,53.076,53.2475,26.733052812468433
2017-12-21T14:30:00Z,53.2475,53.4665,53.08969,53.1815,27.60748502653243
2017-12-22T14:30:00Z,53.0555,53.21,52.972,53.006,28.131361300220075
2017-12-26T14:30:00Z,52.9035,53.006,52.51,52.837,27.564465168879455
2017-12-27T14:30:00Z,52.8695,52.9185,52.4025,52.4685,26.8092219539032
2017-12-28T14:30:00Z,52.58,52.7375,52.2385,52.407,25.75733075212919
2017-12-29T14:30:00Z,52.336,52.485,52.245,52.32,24.780574636196178
2018-01-02T14:30:00Z,52.417,53.347,52.2615,53.25,25.152544176806273
2018-01-03T14:30:00Z,53.2155,54.3145,53.1605,54.124,26.48582395602453
2018-01-04T14:30:00Z,54.4,54.678495,54.200085,54.32,28.0212527959396
2018-01-05T14:30:00Z,54.7,55.2125,54.6,55.1115,29.836436965911624
2018-01-08T14:30:00Z,55.1115,55.5635,55.081,55.347,31.751690372438617
2018-01-09T14:30:00Z,55.47,55.5285,55.061535,55.313,33.48417648668493
2018-01-10T14:30:00Z,54.855,55.23,54.8055,55.1305,34.48015188926928
2018-01-11T14:30:00Z,55.315,55.32625,54.9795,55.276,35.48676272760862
2018-01-12T14:30:00Z,55.1205,56.2145,55.0575,56.113,37.07505180812345
2018-01-16T14:30:00Z,56.6255,56.9955,55.89158,56.088,38.98529521493244
2018-01-17T14:30:00Z,56.311,56.63,55.8505,56.599,40.66429881323014
2018-01-18T14:30:00Z,56.5705,56.6255,55.875,56.4895,42.22337358307801
2018-01-19T14:30:00Z,56.5915,56.893,56.415,56.8755,43.825548189935716
2018-01-22T14:30:00Z,56.8745,57.994,56.755505,57.7905,45.827147329893315
2018-01-23T14:30:00Z,57.9925,58.58133,57.9375,58.4985,47.89628476619127
2018-01-24T14:30:00Z,58.8665,58.993,58.0525,58.212,49.94947334002317
2018-01-25T14:30:00Z,58.6265,58.797,58.138,58.5185,51.85600558715279
2018-01-26T14:30:00Z,58.754,58.792,57.9055,58.792,53.04883306724716
2018-01-29T14:30:00Z,58.824,59.3445,58.599,58.779,54.39196836910529
2018-01-30T14:30:00Z,58.3915,58.826,58.176,58.1845,54.662370799353546
2018-01-31T14:30:00Z,58.5285,58.65,57.9565,58.497,54.43242533178916
2018-02-01T14:30:00Z,58.1305,58.7,57.876,58.385,54.04001545704641
2018-02-02T14:30:00Z,56.1,56.1535,55.363895,55.595,50.4847578205753
2018-02-05T14:30:00Z,54.53,55.5,52.6015,52.79,49.21626515661334
2018-02-06T14:30:00Z,51.359,54.0855,51.156835,54.03,48.7275361969407
2018-02-07T14:30:00Z,54.077,54.089,52.413,52.429,48.26991259287581
2018-02-08T14:30:00Z,52.7705,52.931,50.033,50.076,48.73083767443171
2018-02-09T14:30:00Z,50.8625,52.1985,49.628,51.889,49.281443345927286
2018-02-12T14:30:00Z,52.4,53.075,52.0464,52.597,48.88556473057569
2018-02-13T14:30:00Z,52.25,52.9185,52.20436,52.605,48.51796315917777
2018-02-14T14:30:00Z,52.4475,53.586,52.3375,53.485,47.48970007886022
2018-02-15T14:30:00Z,53.9535,54.57397,53.217,54.476,45.61167419165004
2018-02-16T14:30:00Z,54.4205,55.2335,54.41567,54.74,43.30690381479828
2018-02-20T14:30:00Z,54.5285,55.6975,54.426,55.123,40.78793204212186
2018-02-21T14:30:00Z,55.3235,56.6985,55.3165,55.567,38.05681050061013
2018-02-22T14:30:00Z,55.8095,56.141,55.1295,55.3315,35.37906686774981
2018-02-23T14:30:00Z,55.632,56.364,55.235675,56.3395,33.06475625854863
2018-02-26T14:30:00Z,56.39,57.198,56.33475,57.1875,31.53217506979244
2018-02-27T14:30:00Z,57.062,57.202,55.9,55.9145,29.729919507872644
2018-02-28T14:30:00Z,56.1515,56.3765,55.162,55.2365,27.763658627776977
2018-03-01T14:30:00Z,55.3935,55.506,53.35005,53.476,27.157346935181142
2018-03-02T14:30:00Z,52.654,54.09993,52.40575,53.946,27.108878157191146
2018-03-05T14:30:00Z,53.757,54.855,53.450005,54.5465,26.419203560347153
2018-03-06T14:30:00Z,54.961,55.0925,54.48875,54.753,25.58078816163559
2018-03-07T14:30:00Z,54.4595,55.611,54.274115,55.482,24.371618120718892
2018-03-08T14:30:00Z,55.766,56.38,55.64,56.3,22.647632421429773
2018-03-09T14:30:00Z,56.8,58.04,56.62303,58.002,22.105664541242813
2018-03-12T13:30:00Z,58.1925,58.8525,57.871,58.225,22.054094733465075
2018-03-13T13:30:00Z,58.5,58.838,56.6665,56.9085,21.085167132650227
2018-03-14T13:30:00Z,57.2605,57.9295,57.072,57.4745,20.185448646179296
2018-03-15T13:30:00Z,57.498,58.054,56.727,57.479,19.085861119931334
2018-03-16T13:30:00Z,57.707,57.794,56.598,56.7865,17.963471302587415
2018-03-19T13:30:00Z,56.0005,56.0995,54.4505,54.991,17.881691395172343
2018-03-20T13:30:00Z,54.95,55.26,54.173,54.8855,17.96297667619386
2018-03-21T13:30:00Z,54.637,55.314995,54.2575,54.544,17.990712877540417
2018-03-22T13:30:00Z,54.094,54.145,52.2955,52.454,19.051494027524857
2018-03-23T13:30:00Z,52.3515,53.168,51.061,51.0785,20.551450826297526
2018-03-26T13:30:00Z,52.3,52.7815,50.42,52.6605,22.18674967705026
2018-03-27T13:30:00Z,53.15,53.241965,49.846,50.255,23.91441643483943
2018-03-28T13:30:00Z,49.9,51.2115,49.032,50.228,25.79939088717678
2018-03-29T13:30:00Z,50.5815,52.15,50.145,51.5895,26.654297398657373
2018-04-02T13:30:00Z,51.141,51.74,49.5185,50.3235,27.699590974677722
2018-04-03T13:30:00Z,50.6955,51.0495,49.7035,50.6705,28.670220723839485
2018-04-04T13:30:00Z,49.6705,51.435875,49.65,51.257,29.179073693183792
2018-04-05T13:30:00Z,52.0665,52.1395,51.006555,51.3905,28.964269861409864
2018-04-06T13:30:00Z,51,51.571,50.1515,50.352,29.212333846830678
2018-04-09T13:30:00Z,50.84,51.98,50.704,50.7725,29.0464589130942
2018-04-10T13:30:00Z,51.322,51.814,50.567,51.582,28.97015922674638
2018-04-11T13:30:00Z,51.3995,51.568205,50.7935,50.9985,28.89930951799483
2018-04-12T13:30:00Z,51.252,52.0345,51.071735,51.6255,28.326241640945042
2018-04-13T13:30:00Z,52.044,52.321,51.149,51.4635,27.488305728031808
2018-04-16T13:30:00Z,51.85,52.162,51.337,51.899,26.71022238032666
2018-04-17T13:30:00Z,52.5685,53.894,52.413,53.708,25.27368239931714
2018-04-18T13:30:00Z,53.8715,53.8715,53.31125,53.604,23.939752416951148
2018-04-19T13:30:00Z,53.47,54.70825,53.409,54.385,23.37012599778031
2018-04-20T13:30:00Z,54.1,54.6175,53.4785,53.648,22.841187179978814
2018-04-23T13:30:00Z,53.893,54.136,53.035,53.3725,21.86907572086014
2018-04-24T13:30:00Z,52.6,52.85,50.5295,50.999,21.68431265149517
2018-04-25T13:30:00Z,51.276,51.6245,50.7655,51.059,21.512746944227697
2018-04-26T13:30:00Z,51.4755,52.399,50.9095,52.002,20.62431062843033
2018-04-27T13:30:00Z,52.3,52.475,51.2795,51.5025,19.729508135984965
2018-04-30T13:30:00Z,51.5005,51.85,50.8425,50.8665,19.243777749628336
2018-05-01T13:30:00Z,50.683,51.9235,50.4105,51.8655,19.122422815090882
2018-05-02T13:30:00Z,51.405,52.01945,51.1435,51.219,18.904612913017285
2018-05-03T13:30:00Z,50.95,51.48375,50.3145,51.186,19.327868613219803
2018-05-04T13:30:00Z,50.845,52.4255,50.845,52.4105,18.71154120056677
2018-05-07T13:30:00Z,52.4615,53.084,52.355,52.7395,17.518160360340953
2018-05-08T13:30:00Z,52.927,53.0275,52.35725,52.6955,16.410021008702692
2018-05-09T13:30:00Z,52.905,54.272,52.81825,54.138,16.164856095872707
2018-05-10T13:30:00Z,54.3015,55.022,54.282,54.8785,16.47815714867616
2018-05-11T13:30:00Z,54.68,55.066475,54.5455,54.913,16.800444924164758
2018-05-14T13:30:00Z,55,55.5375,54.9555,55.01,17.434374800462553
2018-05-15T13:30:00Z,54.5,54.5025,53.6735,53.9615,16.69377469090034
2018-05-16T13:30:00Z,53.8655,54.4635,53.813,54.0885,16.006074589163998
2018-05-17T13:30:00Z,53.9945,54.3435,53.675,53.9295,15.228688482676272
2018-05-18T13:30:00Z,53.093,53.497,53.034,53.318,14.400018466042109
2018-05-21T13:30:00Z,53.703,54.4,53.6825,53.979,13.942252419477647
2018-05-22T13:30:00Z,54.178,54.3295,53.3345,53.4865,13.174207853495767
2018-05-23T13:30:00Z,53.2565,54.039,53.0855,53.9845,12.24952859268329
2018-05-24T13:30:00Z,53.95,54.0235,53.3075,53.962,11.390897850500274
2018-05-25T13:30:00Z,53.951,54.128,53.68875,53.783,10.674527484367855
2018-05-29T13:30:00Z,53.2445,53.6685,52.761,53.016,10.768512036653743
2018-05-30T13:30:00Z,53.1515,53.4605,52.8415,53.39,10.855783406633497
2018-05-31T13:30:00Z,53.378,54.8595,53.378,54.2495,10.72169021783117
2018-06-01T13:30:00Z,54.9675,56,54.925,55.975,11.515033368890663
2018-06-04T13:30:00Z,56.1165,57.0945,56.10025,56.9645,12.962656183096025
2018-06-05T13:30:00Z,57.0495,57.2869,56.6595,56.983,14.421565692188038
2018-06-06T13:30:00Z,57.1085,57.15,56.287145,56.844,15.330742499607485
2018-06-07T13:30:00Z,56.566,56.791,55.826,56.193,15.64180971936623
2018-06-08T13:30:00Z,55.909,56.3335,55.6075,56.0435,15.68201824558193
2018-06-11T13:30:00Z,55.93,56.863,55.93,56.4995,16.14160891284839
2018-06-12T13:30:00Z,56.5535,56.9895,56.53675,56.966,16.6675457828153
2018-06-13T13:30:00Z,57.056,57.325,56.669,56.7395,17.420646464118736
2018-06-14T13:30:00Z,57.1925,57.7735,57.032,57.606,18.458960365360944
2018-06-15T13:30:00Z,57.443,57.671,57.17425,57.613,19.423108987942996
2018-06-18T13:30:00Z,57.1825,58.7155,57.1795,58.673,21.04615625431419
2018-06-19T13:30:00Z,57.925,58.5635,57.7005,58.403,22.553271573087446
2018-06-20T13:30:00Z,58.7655,59.31428,58.458,58.492,24.41133320416086
2018-06-21T13:30:00Z,58.7425,58.86475,57.6116,57.883,24.876676337911263
2018-06-22T13:30:00Z,57.957,58.124825,57.363,57.774,24.970267737893852
2018-06-25T13:30:00Z,57.18,57.1955,55.639,56.2405,23.23426112791731
2018-06-26T13:30:00Z,56.4,56.6605,55.832945,55.923,21.62225499008195
2018-06-27T13:30:00Z,56.067,56.59181,55.181,55.199,20.731069308142295
2018-06-28T13:30:00Z,55.1045,56.1155,54.8005,55.711,20.23400072727085
2018-06-29T13:30:00Z,56,56.411325,55.75,55.7825,19.440127476779033
2018-07-02T13:30:00Z,54.95,56.4,54.69,56.373,19.58766912891191
2018-07-03T13:30:00Z,56.791,56.791,55.001,55.1445,19.278928076023806
2018-07-05T13:30:00Z,55.5265,56.375,55.424,56.2135,18.99223995548486
2018-07-06T13:30:00Z,56.179,57.0465,56.036855,57.0085,17.961968468459126
2018-07-09T13:30:00Z,57.424,57.7335,57.171,57.7025,17.04551509495462
2018-07-10T13:30:00Z,57.849,57.9795,57.4795,57.642,16.42854989015094
2018-07-11T13:30:00Z,57.2295,58.2145,57.050015,57.695,15.383502307641916
2018-07-12T13:30:00Z,57.9945,59.2205,57.79675,59.174,15.348165002786859
2018-07-13T13:30:00Z,59.25,59.770865,59,59.441,15.758051180191313
2018-07-16T13:30:00Z,59.4695,59.55,58.964,59.193,16.094519767475006
2018-07-17T13:30:00Z,58.611,60.152,58.53,59.94,16.885109613152814
2018-07-18T13:30:00Z,59.828,60.225,59.517,59.794,17.675793611238046
2018-07-19T13:30:00Z,59.55,60,59.166,59.348,17.92288448158699
2018-07-20T13:30:00Z,59.348,59.843,59.211,59.2455,18.15232600405387
2018-07-23T13:30:00Z,59.0505,60.3245,59.05,60.275,18.80570182445601
2018-07-24T13:30:00Z,63.1295,63.3,61.778,62.404,21.189353586523012
2018-07-25T13:30:00Z,61.9565,63.293,61.9565,63.185,23.402744508442375
2018-07-26T13:30:00Z,62.55,63.488535,62.451,63.4165,25.544857835301592
2018-07-27T13:30:00Z,63.55,63.6945,61.55,61.925,26.30682912795742
2018-07-30T13:30:00Z,61.4005,61.7458,60.5735,60.987,25.88955795678028
2018-07-31T13:30:00Z,61.0005,61.379385,60.28,60.863,25.191713656787517
2018-08-01T13:30:00Z,61.4,61.6735,60.5105,61.0005,24.76820624816815
2018-08-02T13:30:00Z,60.295,61.494,60.2395,61.3075,24.06957957112526
2018-08-03T13:30:00Z,61.481,61.5,60.753,61.1855,23.426040417463152
2018-08-06T13:30:00Z,61.25,61.30438,60.789825,61.2385,22.82846834620548
2018-08-07T13:30:00Z,61.85,62.5585,61.8085,62.111,23.314156172760665
2018-08-08T13:30:00Z,62.0235,62.825,61.900415,62.2805,23.954990430918844
2018-08-09T13:30:00Z,62.495,62.7771,62.3005,62.455,24.5500508134943
2018-08-10T13:30:00Z,62.15,62.28475,61.6,61.8805,24.12705026683312
2018-08-13T13:30:00Z,61.849,62.46364,61.682025,61.7505,23.894742553127294
2018-08-14T13:30:00Z,61.7595,62.293475,61.2555,62.105,23.1074521556548
2018-08-15T13:30:00Z,61.463,61.762,60.4755,60.719,21.46734831413506
2018-08-16T13:30:00Z,61.2365,61.299995,60.1275,60.3245,20.318902165297043
2018-08-17T13:30:00Z,60.1015,60.451,59.412,60.048,19.95634583815895
2018-08-20T13:30:00Z,60.251,60.55,59.73132,60.3885,19.49388636061671
2018-08-21T13:30:00Z,60.4,60.863,60.017685,60.081,18.663540882922405
2018-08-22T13:30:00Z,60,60.592,59.95,60.3665,17.967442460420042
2018-08-23T13:30:00Z,60.357,61.064,60.212,60.269,16.708169279968818
2018-08-24T13:30:00Z,60.441,61.0825,60.31794,61.0325,15.51509093745081
2018-08-27T13:30:00Z,61.38,62.1545,61.2858,62.091,15.630689981612175
2018-08-28T13:30:00Z,62.0645,62.12725,61.4345,61.5575,15.738031951190587
2018-08-29T13:30:00Z,61.8725,62.533,61.81794,62.465,16.25183528641032
2018-08-30T13:30:00Z,62.2115,62.68175,61.6295,61.956,16.432058806749048
2018-08-31T13:30:00Z,61.749,61.933,60.56427,60.9095,15.365419746184239
2018-09-04T13:30:00Z,60.2135,60.6495,59.625,59.85,15.356313530611049
2018-09-05T13:30:00Z,59.69,59.95048,58.1,59.324,16.534907605057864
2018-09-06T13:30:00Z,59.315,59.315,57.6,58.572,17.944457916948334
2018-09-07T13:30:00Z,57.9335,58.763,57.86075,58.2415,19.25332606370377
2018-09-10T13:30:00Z,58.6095,58.727,58.0055,58.232,20.468703628548106
2018-09-11T13:30:00Z,58.0815,58.934,57.812,58.868,21.281963508531103
2018-09-12T13:30:00Z,58.636,58.9305,57.918,58.141,22.03713339708674
2018-09-13T13:30:00Z,58.537,58.9305,58.1425,58.7665,22.738362579316977
2018-09-14T13:30:00Z,58.955,59.02125,58.416475,58.6265,23.225360342680464
2018-09-17T13:30:00Z,58.507,58.862,57.7015,57.8025,24.325769390321142
2018-09-18T13:30:00Z,57.8545,58.804,57.8545,58.061,25.34757779170177
2018-09-19T13:30:00Z,58.249,58.6605,57.729,58.5545,26.408419223047698
2018-09-20T13:30:00Z,58.9995,59.4945,58.668,59.3435,25.845187158769406
2018-09-21T13:30:00Z,59.6,59.6105,58.302,58.3045,25.718477492434083
2018-09-24T13:30:00Z,57.8585,58.9,57.3455,58.6685,26.473043708224658
2018-09-25T13:30:00Z,58.8075,59.344,58.4,59.2325,26.4493397864788
2018-09-26T13:30:00Z,59.2575,59.7115,58.73825,59.0245,25.86686646298481
2018-09-27T13:30:00Z,59.3365,60.105,59.1815,59.732,24.760485583125995
2018-09-28T13:30:00Z,59.5935,59.7705,59.225,59.6735,23.73313190897138
2018-10-01T13:30:00Z,59.9945,60.495,59.515,59.7655,22.282499498482476
2018-10-02T13:30:00Z,59.548,60.498,59.3315,60.0055,20.691833380332834
2018-10-03T13:30:00Z,60.25,60.3205,59.6915,60.1475,19.214786270622454
2018-10-04T13:30:00Z,59.7665,59.8755,57.7788,58.4095,19.877724623170522
2018-10-05T13:30:00Z,58.375,58.674995,57.256,57.8675,20.888686225043028
2018-10-08T13:30:00Z,57.5055,58.4,56.36818,57.4485,22.41180688419482
2018-10-09T13:30:00Z,57.3075,57.7175,56.8786,56.941,23.82613321055006
2018-10-10T13:30:00Z,56.554,56.6085,54.0565,54.061,26.43448423283008
2018-10-11T13:30:00Z,53.647,55.32,53.4135,53.966,29.059005448638825
2018-10-12T13:30:00Z,55.4,55.75,54.3201,55.504,30.92541425469335
2018-10-15T13:30:00Z,55.4455,55.67232,54.45,54.6125,32.658508146029696
2018-10-16T13:30:00Z,55.2295,56.211,55.125,56.064,33.53167863733656
2018-10-17T13:30:00Z,56.323,56.4495,55.1095,55.7845,34.02485384641854
2018-10-18T13:30:00Z,56.092,56.092,53.8545,54.3985,35.113150745577045
2018-10-19T13:30:00Z,54.6685,55.518,54.3875,54.823,36.12371215193851
2018-10-22T13:30:00Z,55.153,55.6115,54.55,55.058,36.92733181578621
2018-10-23T13:30:00Z,54.0445,55.3945,53.5,55.1845,38.17196691908105
2018-10-24T13:30:00Z,55.2125,55.306,52.437,52.5355,39.739516964871555
2018-10-25T13:30:00Z,53.5895,55.549,53.4775,54.7785,40.85020647099088
2018-10-26T13:30:00Z,51.8515,55.3265,51.7045,53.5735,42.49333617637308
2018-10-29T13:30:00Z,54.1235,54.852,49.7915,51.004,44.48915649740202
2018-10-30T13:30:00Z,50.423,51.8745,50.0375,51.8105,46.34241822407175
2018-10-31T13:30:00Z,52.9905,54.597,52.85,53.8385,45.25035642854217
2018-11-01T13:30:00Z,53.79,54.19875,53.123,53.5,44.23629904697898
2018-11-02T13:30:00Z,53.6865,54.14875,52.7305,52.8895,43.47786094154459
2018-11-05T14:30:00Z,52.75,52.9235,51.062,52.0045,43.46353486125496
2018-11-06T14:30:00Z,51.974,53.21725,51.9035,52.7905,43.175470935335994
2018-11-07T14:30:00Z,53.45,54.773,53.295,54.6695,41.58545304541511
2018-11-08T14:30:00Z,54.569,54.6635,53.61024,54.12,40.10900786191714
2018-11-09T14:30:00Z,53.6995,53.778,52.6555,53.3075,39.225814393873684
2018-11-12T14:30:00Z,53.0695,53.106,51.55,51.9315,38.90742226192062
2018-11-13T14:30:00Z,52.1645,52.83025,51.5575,51.8025,38.611772425107056
2018-11-14T14:30:00Z,52.5,52.728215,51.55,52.183,38.34080153466154
2018-11-15T14:30:00Z,52.2355,53.5925,51.589,53.2355,37.25492795718863
2018-11-16T14:30:00Z,52.9705,53.35,52.449,53.0745,36.24661677810664
2018-11-19T14:30:00Z,52.86,53.0395,50.813005,51,36.18761234155783
2018-11-20T14:30:00Z,50,51.587,49.801,51.288,36.57661497119054
2018-11-21T14:30:00Z,51.838,52.428,51.6735,51.8805,36.13582205758768
2018-11-23T14:30:00Z,51.5,51.8795,51.11996,51.194,35.990988096946005
2018-11-26T14:30:00Z,51.9175,52.4655,51.6955,52.431,35.30869957947077
2018-11-27T14:30:00Z,52.05,52.879,51.9245,52.2205,34.29901789027424
2018-11-28T14:30:00Z,52.438,54.342,51.788,54.3115,32.176098900842646
2018-11-29T14:30:00Z,53.804,54.71225,53.8,54.415,29.93603248791363
2018-11-30T14:30:00Z,54.4535,54.7785,53.894,54.7215,27.806384286058496
2018-12-03T14:30:00Z,56.157,56.2325,55.183225,55.3215,26.81258452115523
2018-12-04T14:30:00Z,55.156,55.221,52.499,52.541,25.67605476520593
2018-12-06T14:30:00Z,51.713,53.56,51.538505,53.4365,25.113282867312662
2018-12-07T14:30:00Z,53.0005,53.763,51.425,51.829,24.44504941926877
2018-12-10T14:30:00Z,51.7525,52.4225,51.1645,51.9775,23.96513911406716
2018-12-11T14:30:00Z,52.8245,53.03,51.992,52.5875,23.05342328609385
2018-12-12T14:30:00Z,53.4,54.0825,53.1395,53.184,21.462402256967465
2018-12-13T14:30:00Z,53.4035,53.987985,52.6965,53.095,20.273836813059056
2018-12-14T14:30:00Z,52.499,53.13,52.0395,52.105,19.585607815859625
2018-12-17T14:30:00Z,51.8755,52.6575,50.395,50.8265,19.849258315728818
2018-12-18T14:30:00Z,51.3045,52.474,51.072,51.4355,20.09407663703593
2018-12-19T14:30:00Z,51.6995,53.1,50.4025,51.1505,20.66444701045472
2018-12-20T14:30:00Z,50.9065,51.711,49.818,50.4705,21.47960798904939
2018-12-21T14:30:00Z,50.765,51.201,48.6845,48.977,22.741141305737305
2018-12-24T14:30:00Z,48.695,50.177,48.5055,48.811,23.988118290037104
2018-12-26T14:30:00Z,49.4505,52,49.15,51.973,23.54271733399679
2018-12-27T14:30:00Z,50.8575,52.1945,49.85,52.194,22.977200630332064
2018-12-28T14:30:00Z,52.481,52.778,51.655,51.854,21.996670478540086
2018-12-31T14:30:00Z,52.548,52.635,51.1795,51.7805,21.385380659096825
2019-01-02T14:30:00Z,50.8285,52.616,50.7855,52.2925,21.062346654740946
2019-01-03T14:30:00Z,52.05,52.849,50.7035,50.803,20.557254395149663
2019-01-04T14:30:00Z,51.6295,53.542,51.370895,53.5355,19.494106990968014
2019-01-07T14:30:00Z,53.575,53.699995,52.738,53.4195,18.374048923827864
2019-01-08T14:30:00Z,53.8055,54.228,53.0265,53.814,17.23096642932705
2019-01-09T14:30:00Z,54.0825,54.1315,53.32,53.733,16.169532684433435
2019-01-10T14:30:00Z,53.383,53.5575,52.8855,53.5165,15.238571643458448
2019-01-11T14:30:00Z,53.159,53.18875,52.424,52.8595,14.775162693496885
2019-01-14T14:30:00Z,52.346,52.5765,52.06275,52.2345,14.6485036057413
2019-01-15T14:30:00Z,52.5085,54.0025,52.367,53.8575,14.007767060902045
2019-01-16T14:30:00Z,54,54.61875,53.967,54.0485,13.89409224383373
2019-01-17T14:30:00Z,53.9735,54.59,53.675,54.495,13.506121069749227
2019-01-18T14:30:00Z,55,55.4176,54.545,54.913,13.779725395597845
2019-01-22T14:30:00Z,54.4,54.5755,53.1735,53.526,12.797593551912486
2019-01-23T14:30:00Z,53.8675,54.2465,52.9875,53.7785,12.032015979320821
2019-01-24T14:30:00Z,53.824,53.97375,53.035,53.695,11.321122519057134
2019-01-25T14:30:00Z,54.25,54.7,54.091,54.5495,10.999514693371912
2019-01-28T14:30:00Z,54.0055,54.15,53.19,53.504,10.522690590076293
2019-01-29T14:30:00Z,53.634,53.7575,52.793235,53.031,10.402060389889957
2019-01-30T14:30:00Z,53.4215,54.55,53.3425,54.453,9.743725440494247
2019-01-31T14:30:00Z,55.15,55.8665,54.7705,55.8185,10.130478510049064
2019-02-01T14:30:00Z,55.62,56.25,55.2445,55.5375,10.747016439490068
2019-02-04T14:30:00Z,55.633,56.64,55.451,56.64,11.577452032437172
2019-02-05T14:30:00Z,56.242,57.3425,55.8624,57.2995,12.788730805973383
