time,open,high,low,close,EMA,Smoothing Line
2017-09-27T13:30:00Z,46.387,47.495,46.387,47.2245,46.418617037479464,46.39265578427347
2017-09-28T13:30:00Z,47.068,47.5345,47.0275,47.475,46.47730497984172,46.40881379625828
2017-09-29T13:30:00Z,47.6,47.98932,47.5755,47.9555,46.559426925406065,46.44106302979949
2017-10-02T13:30:00Z,47.999,48.127,47.392,47.6635,46.62076431843906,46.489465083699514
2017-10-03T13:30:00Z,47.7,47.9,47.457,47.8895,46.69124963408133,46.55347257904954
2017-10-04T13:30:00Z,47.85,48.0195,47.5345,47.584,46.74084687663237,46.61791854688012
2017-10-05T13:30:00Z,47.7745,48.5455,47.759,48.498,46.838466494597235,46.69015084983122
2017-10-06T13:30:00Z,48.335,48.973,48.168,48.9445,46.9554683560085,46.7693591359517
2017-10-09T13:30:00Z,49,49.27125,48.8055,48.85,47.06072011400803,46.8573502950655
2017-10-10T13:30:00Z,49,49.0785,48.304005,48.63,47.14790232989647,46.94868083422853
2017-10-11T13:30:00Z,48.686,49.5355,48.6125,49.4625,47.27649108934666,47.05580967677139
2017-10-12T13:30:00Z,49.3725,49.706,49.25,49.3915,47.39399158438296,47.16691469472853
2017-10-13T13:30:00Z,49.6,49.8605,49.45,49.484,47.51010316302835,47.27784165613251
2017-10-16T13:30:00Z,49.605,49.695325,49.2,49.6,47.626208542860105,47.39093934190292
2017-10-17T13:30:00Z,49.5145,49.822,49.4295,49.609,47.73636362381232,47.508631600686094
2017-10-18T13:30:00Z,49.5885,49.836,49.348735,49.6405,47.842148978044975,47.62176317842576
2017-10-19T13:30:00Z,49.3,49.444,48.9195,49.2225,47.91883514593137,47.72673189073544
2017-10-20T13:30:00Z,49.472,49.55,49.229,49.41,48.001677637824066,47.82504678569458
2017-10-23T13:30:00Z,49.476,49.476,48.306,48.4225,48.02505665794495,47.904816408711554
2017-10-24T13:30:00Z,48.5,48.6115,48.05,48.527,48.052942399170234,47.96813216378314
2017-10-25T13:30:00Z,48.4185,48.8045,48.026005,48.6665,48.087028932549664,48.017108154684074
2017-10-26T13:30:00Z,49,49.38,48.61,48.628,48.11708288074135,48.05675770164607
2017-10-27T13:30:00Z,50.4595,52.4195,50.41,50.9635,48.27521716514461,48.11146560711018
2017-10-30T13:30:00Z,50.7,51.2485,50.375,50.8555,48.418566211525466,48.19016751782628
2017-10-31T13:30:00Z,50.761,51.2,50.521,50.832,48.55264586644072,48.29010821128038
2017-11-01T13:30:00Z,50.8605,51.4835,50.8475,51.275,48.70388776274957,48.413479977320364
2017-11-02T13:30:00Z,51.088,51.4045,50.6505,51.279,48.84694955370792,48.55945331191367
2017-11-03T13:30:00Z,51.1055,51.6325,51.0155,51.624,49.00123013405748,48.70465590569624
2017-11-06T14:30:00Z,51.4495,51.7435,51.25,51.295,49.12866179327651,48.846675022046455
2017-11-07T14:30:00Z,51.3635,51.6985,51.2565,51.6665,49.269652804761144,48.99007640971054
2017-11-08T14:30:00Z,51.526,52.1761,51.4225,51.9925,49.42092209338553,49.13348327583772
2017-11-09T14:30:00Z,51.6995,51.6995,50.98328,51.563,49.53992642153078,49.272078649402296
2017-11-10T14:30:00Z,51.323,51.538,51.264,51.4035,49.643458287001295,49.40052427999105
2017-11-13T14:30:00Z,51.171,51.579,51.1285,51.2875,49.734793937723445,49.52175070888044
2017-11-14T14:30:00Z,51.1295,51.3405,50.7075,51.3,49.82174983007214,49.63217011394264
2017-11-15T14:30:00Z,50.9605,51.2045,50.771,51.0455,49.88973595062369,49.72593288539027
2017-11-16T14:30:00Z,51.126,51.796,51.126,51.625,49.98613950892237,49.81517550286859
2017-11-17T14:30:00Z,51.7005,51.721,50.8875,50.9545,50.039937313982236,49.894471308264784
2017-11-20T14:30:00Z,51.013,51.1305,50.875,50.919,50.088774129872114,49.96526734669451
2017-11-21T14:30:00Z,51.1655,51.7555,51.13275,51.7245,50.17964778932366,50.03684693854482
2017-11-22T14:30:00Z,51.75,51.9853,51.5715,51.798,50.269556245472344,50.11281099751454
2017-11-24T14:30:00Z,51.7935,52.1589,51.75,52.0305,50.36738645405721,50.18906038654151
2017-11-27T14:30:00Z,52,52.773,51.922,52.7105,50.49755942883181,50.280584809511424
2017-11-28T14:30:00Z,52.7545,53.11875,52,52.3705,50.6016116827856,50.383152320094126
2017-11-29T14:30:00Z,52.134,52.204,50.7825,51.083,50.6283554781864,50.47289385786667
2017-11-30T14:30:00Z,51.1185,51.424495,50.75,51.0705,50.6529190627316,50.549566421318524
2017-12-01T14:30:00Z,50.79,51.124485,50.101,50.5085,50.64489578146873,50.60506828680083
2017-12-04T14:30:00Z,50.633,50.805,49.7785,49.934,50.605401571387134,50.626636715311896
2017-12-05T14:30:00Z,49.797,51.0305,49.414,50.2575,50.586073706310074,50.62352912001679
2017-12-06T14:30:00Z,50.075,51.2485,50.057,50.919,50.60456961151507,50.61877194668252
2017-12-07T14:30:00Z,51.0215,51.712,50.90355,51.5465,50.65689907754201,50.619567949644605
2017-12-08T14:30:00Z,51.8745,52.1025,51.62611,51.8525,50.7233213510119,50.635253063553236
2017-12-11T14:30:00Z,51.775,52.19,51.60252,52.055,50.797303498177904,50.673633448911396
2017-12-12T14:30:00Z,51.9815,52.5155,51.684485,52.024,50.865453303834684,50.729509368416316
2017-12-13T14:30:00Z,52.306,52.33325,51.919,52.0305,50.93017812028831,50.79463107017097
2017-12-14T14:30:00Z,52.25,52.925,52.1555,52.4575,51.01502933582785,50.866257121828134
2017-12-15T14:30:00Z,52.7305,53.381,52.475,53.2095,51.1369443727263,50.94898172617101
2017-12-18T14:30:00Z,53.304,53.9245,53.1,53.857,51.288058574241504,51.047132741383734
2017-12-19T14:30:00Z,53.76,53.842,53.1775,53.534,51.412833097894755,51.15660870019575
2017-12-20T14:30:00Z,53.589,53.669,53.076,53.2475,51.5147590369006,51.2735248835182
2017-12-21T14:30:00Z,53.2475,53.4665,53.08969,53.1815,51.60735575707279,51.39199016776719
2017-12-22T14:30:00Z,53.0555,53.21,52.972,53.006,51.685058215013186,51.50161293622457
2017-12-26T14:30:00Z,52.9035,53.006,52.51,52.837,51.749054980845784,51.59381221754543
2017-12-27T14:30:00Z,52.8695,52.9185,52.4025,52.4685,51.78902414857657,51.66905042768178
2017-12-28T14:30:00Z,52.58,52.7375,52.2385,52.407,51.82335614032232,51.73076984836613
2017-12-29T14:30:00Z,52.336,52.485,52.245,52.32,51.85094746585997,51.77948819012356
2018-01-02T14:30:00Z,52.417,53.347,52.2615,53.25,51.92867260664553,51.82821106845004
2018-01-03T14:30:00Z,53.2155,54.3145,53.1605,54.124,52.05063523960966,51.88852712020281
2018-01-04T14:30:00Z,54.4,54.678495,54.200085,54.32,52.176711059631344,51.96606450241377
2018-01-05T14:30:00Z,54.7,55.2125,54.6,55.1115,52.33975488965183,52.06934425227966
2018-01-08T14:30:00Z,55.1115,55.5635,55.081,55.347,52.50682406244895,52.20051957159747
2018-01-09T14:30:00Z,55.47,55.5285,55.061535,55.313,52.66272272564623,52.3473295953976
2018-01-10T14:30:00Z,54.855,55.23,54.8055,55.1305,52.799821463110334,52.49716684009775
2018-01-11T14:30:00Z,55.315,55.32625,54.9795,55.276,52.93738693738198,52.64930201564787
2018-01-12T14:30:00Z,55.1205,56.2145,55.0575,56.113,53.1138098853052,52.804113014778544
2018-01-16T14:30:00Z,56.6255,56.9955,55.89158,56.088,53.27904266945491,52.95855673617973
2018-01-17T14:30:00Z,56.311,56.63,55.8505,56.599,53.46348474337408,53.1187091397253
2018-01-18T14:30:00Z,56.5705,56.6255,55.875,56.4895,53.63159670207552,53.28506418751833
2018-01-19T14:30:00Z,56.5915,56.893,56.415,56.8755,53.81181355196021,53.45994951043398
2018-01-22T14:30:00Z,56.8745,57.994,56.755505,57.7905,54.03285168796242,53.64375787096543
2018-01-23T14:30:00Z,57.9925,58.58133,57.9375,58.4985,54.2809432608534,53.84413798924512
2018-01-24T14:30:00Z,58.8665,58.993,58.0525,58.212,54.4993353019171,54.05130810095373
2018-01-25T14:30:00Z,58.6265,58.797,58.138,58.5185,54.722622229588374,54.2695132064563
2018-01-26T14:30:00Z,58.754,58.792,57.9055,58.792,54.94869877238902,54.49689025054206
2018-01-29T14:30:00Z,58.824,59.3445,58.599,58.779,55.16149328503408,54.722618569956396
2018-01-30T14:30:00Z,58.3915,58.826,58.176,58.1845,55.32943810253218,54.932317538292146
2018-01-31T14:30:00Z,58.5285,58.65,57.9565,58.497,55.50541376350262,55.13353323060926
2018-02-01T14:30:00Z,58.1305,58.7,57.876,58.385,55.66539077664136,55.32208694001986
2018-02-02T14:30:00Z,56.1,56.1535,55.363895,55.595,55.66148017793906,55.46464322112986
2018-02-05T14:30:00Z,54.53,55.5,52.6015,52.79,55.50195350138689,55.53273526440042
2018-02-06T14:30:00Z,51.359,54.0855,51.156835,54.03,55.4201783068654,55.55088330526708
2018-02-07T14:30:00Z,54.077,54.089,52.413,52.429,55.25400173426177,55.5006008994189
2018-02-08T14:30:00Z,52.7705,52.931,50.033,50.076,54.96633497124723,55.360789738340074
2018-02-09T14:30:00Z,50.8625,52.1985,49.628,51.889,54.795371917289046,55.18756808621007
2018-02-12T14:30:00Z,52.4,53.075,52.0464,52.597,54.67324014410632,55.02182541475396
2018-02-13T14:30:00Z,52.25,52.9185,52.20436,52.605,54.55833791387819,54.849457336156526
2018-02-14T14:30:00Z,52.4475,53.586,52.3375,53.485,54.498708029773844,54.698398595258936
2018-02-15T14:30:00Z,53.9535,54.57397,53.217,54.476,54.497446472564185,54.60462089552232
2018-02-16T14:30:00Z,54.4205,55.2335,54.41567,54.74,54.510921668532845,54.547730845771085
2018-02-20T14:30:00Z,54.5285,55.6975,54.426,55.123,54.54492602028102,54.52206802100602
2018-02-21T14:30:00Z,55.3235,56.6985,55.3165,55.567,54.60170790804318,54.53074201983901
2018-02-22T14:30:00Z,55.8095,56.141,55.1295,55.3315,54.642251913151895,54.559450796514625
2018-02-23T14:30:00Z,55.632,56.364,55.235675,56.3395,54.73654347353234,54.60727019670826
2018-02-26T14:30:00Z,56.39,57.198,56.33475,57.1875,54.87270772500277,54.67962740800224
2018-02-27T14:30:00Z,57.062,57.202,55.9,55.9145,54.93058507361373,54.756759218668776
2018-02-28T14:30:00Z,56.1515,56.3765,55.162,55.2365,54.94758034730185,54.825933706520516
2018-03-01T14:30:00Z,55.3935,55.506,53.35005,53.476,54.86582588356286,54.870648500602705
2018-03-02T14:30:00Z,52.654,54.09993,52.40575,53.946,54.814724445587146,54.88628469501366
2018-03-05T14:30:00Z,53.757,54.855,53.450005,54.5465,54.79982308749897,54.87170776751291
2018-03-06T14:30:00Z,54.961,55.0925,54.48875,54.753,54.79722180486014,54.84503511376219
2018-03-07T14:30:00Z,54.4595,55.611,54.274115,55.482,54.83526503792347,54.8225720518865
2018-03-08T14:30:00Z,55.766,56.38,55.64,56.3,54.916639202483275,54.83273471567058
2018-03-09T14:30:00Z,56.8,58.04,56.62303,58.002,55.08804813567865,54.887399453688886
2018-03-12T13:30:00Z,58.1925,58.8525,57.871,58.225,55.262323239252055,54.97989948403951
2018-03-13T13:30:00Z,58.5,58.838,56.6665,56.9085,55.35377750373805,55.09121062381509
2018-03-14T13:30:00Z,57.2605,57.9295,57.072,57.4745,55.47159542019705,55.2184767002698
2018-03-15T13:30:00Z,57.498,58.054,56.727,57.479,55.58311789685277,55.3517724391437
2018-03-16T13:30:00Z,57.707,57.794,56.598,56.7865,55.64997245813873,55.464157303635716
2018-03-19T13:30:00Z,56.0005,56.0995,54.4505,54.991,55.61336287713102,55.53436523121151
2018-03-20T13:30:00Z,54.95,55.26,54.173,54.8855,55.572926050623735,55.57819494058864
2018-03-21T13:30:00Z,54.637,55.314995,54.2575,54.544,55.51576349225575,55.58702855500038
2018-03-22T13:30:00Z,54.094,54.145,52.2955,52.454,55.34566552046376,55.53953807972258
2018-03-23T13:30:00Z,52.3515,53.168,51.061,51.0785,55.108600769326884,55.43126374196021
2018-03-26T13:30:00Z,52.3,52.7815,50.42,52.6605,54.972595171030946,55.30311020074019
2018-03-27T13:30:00Z,53.15,53.241965,49.846,50.255,54.71050655041812,55.13062630069908
2018-03-28T13:30:00Z,49.9,51.2115,49.032,50.228,54.46147840872822,54.919769283993574
2018-03-29T13:30:00Z,50.5815,52.15,50.145,51.5895,54.30192405268776,54.71102099043837
2018-04-02T13:30:00Z,51.141,51.74,49.5185,50.3235,54.0809004942051,54.50548093541401
2018-04-03T13:30:00Z,50.6955,51.0495,49.7035,50.6705,53.891433800082595,54.289248661224335
2018-04-04T13:30:00Z,49.6705,51.435875,49.65,51.257,53.74507636674467,54.09616262448965
2018-04-05T13:30:00Z,52.0665,52.1395,51.006555,51.3905,53.614266568592186,53.926720256462445
2018-04-06T13:30:00Z,51,51.571,50.1515,50.352,53.43302953700373,53.75294135332564
